vineyard_winery|ava|appellation|region|state|wine_name|style|wine_type|varietal_breakdown_array|vintage|description|alcohol_percent|price|date_scraped
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Paso Robles Central|Paso Robles|CA|TRILATERAL|Red|Blend|Syrah:.72,Grenache:.2,Mourvedre:.08|2017|"A classic French Rhône blend - Grenache, Syrah and Mourvedre (GSM), but with a JUSTIN twist as bold Paso Robles syrah imparts rich intensity.
Produced in limited quantities and available exclusively in the tasting room and online. Appearance: Clear, bright with a medium purple/ruby core, lighter at the rim, showing moderate plus viscosity and thick lightly stained tears.

Aroma: Very aromatic with attractive ripe black fruit of cherry and wild berries, vanilla and cinnamon, oak, cracked pepper, smoke , leather and a hint of camphor.

Palate: Dry, nearly full bodied with black cherry, black and red berry and attractive baking spice elements on entry. The mid-palate reveals savory leather, oak, black pepper, and smoke over lingering fruit with medium tannins and balanced acidity into a moderate to long finish with cherry, sustained baking spice, aromatic herbs, oak and a hint of purple floral notes. With a great mix of ripe fruit, savory elements and balanced structure, the 2017 TRILATERAL is a perfect wine to pair with slightly rustic, southern French comfort food dishes like duck confit, roasted pork seasoned with herbs and garlic, or a charcuterie plate featuring Abbaye de Belloc cheese and a rustic pâté de campagne."|0.155|55|2020-10-08
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Central Coast|Paso Robles|CA|SAUVIGNON BLANC|White|Varietal|Sauvignon Blanc:1|2019|"Our Sauvignon Blanc reflects the diversity of the climates and soils in the Central Coast that range from the cool, limestone-laden Templeton Gap area to the warmer, sandy, river-influenced eastern regions. We’ve combined sauvignon blanc grown in vineyards with diverse climates and soils to give our JUSTIN Sauvignon Blanc a full, textured palate with bright citrus and tropical fruit with a hint of fresh herbs balanced with a crisp, refreshing mineral structure. The result is a wine that is both a refreshing summer aperitif, as well as a perfect food pairing wine for an amazing range of cheeses, seafood or light dining options, such as appetizers or tapas. Appearance: Clear, bright, pale straw with silver highlights.

Aroma: Aromatic with lemon, peach, pear, green apple, tropical fruit, with subtle herbal notes and just a hint of white pepper.

Palate: Medium bodied and crisp, with lemon, green apple, and peach on the entry and subtle green herb notes with a pleasant mineral texture on the mid-palate. The finish is moderately long and refreshing with lingering citrus and herbal notes.  The 2019 Sauvignon Blanc is a beautifully balanced and refreshing wine that is great before a meal as palate cleansing aperitif, with grilled pork chops marinated with lemon juice, oregano and garlic, or with a plateful of fried calamari drizzled with lemon juice."|0.135|16|2020-10-08
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Central Coast|Paso Robles|CA|ROSÉ|Rose|Blend|Syrah:|2019|"The 2019 JUSTIN Rosé is a dry, aromatic, refreshing wine that reminds us that while rosé is great on a hot summer day, it is also a versatile wine worth reaching for all year long. A Rosé of mostly syrah that is whole cluster pressed and fermented like a white wine, it shows a beautiful salmon color in the glass with bright red fruit, crisp apple and subtle herbal notes.
It’s a perfect match for a wide variety of pairings or just on its own and is a wine that is meant to be enjoyed at the table, poolside, beach-side, outside, but especially with someone by your side! Appearance: Bright and clear with a pale salmon color.

Aroma: Aromatic with strawberry, apple, chamomile and floral notes.

Palate: Medium bodied with muted strawberry, white cherry, red apple fruit on entry and melon with chamomile flower on the mid-palate. The finish is moderate, fresh and textured with subtle red fruit and herbal notes. The 2019 JUSTIN Rosé is a perfectly balanced mix of flavors and textures that can accompany a very wide range of food pairings, making it a perfect wine to reach for whenever you are looking for something different all-year-round. Try it with a Cobb Salad in the summertime, or with a roasted chicken seasoned with garlic, thyme and lemon when the weather gets a bit cooler."|0.135|20|2020-10-08
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Central Coast|Paso Robles|CA|CHARDONNAY|White|Varietal|Chardonnay:1|2019|"The JUSTIN Chardonnay is stylistically unique, with ripe citrus and yellow apple complemented with slight herbal notes, subtle oak accents and a mineral texture.

Since the JUSTIN Chardonnay does not undergo malolactic fermentation, it retains a fresh cleansing palate without a trace of buttery flavor and aroma, but with a touch of new French oak.

Near full bodied, but beautifully elegant and balanced, it is a very sophisticated style of Chardonnay. It’s drinking beautifully right now, but don’t be afraid to try it after a year or two in the cellar which will show added complexity and richness. Appearance: Clear, day bright, pale straw with moderate plus viscosity and slow forming tears.

Aroma: Aromatic with ripe lemon, yellow delicious apple and stone fruit with baking spice and a hint of bergamot over a balanced toasted oak background.

Palate: Medium plus body with ripe fruit of lemon, yellow apple and white peach with oak and barrel spice on entry. The mid-palate is refreshing showing sustained ripe fruit, mineral notes with a pleasant chalky texture through a moderately long, refreshing finish with lingering oak accents. The 2019 JUSTIN Chardonnay is in a classic California Chardonnay style, only without the usual buttery notes. It’s clean and refreshing with just a touch of oak and is a great pairing with a wide variety of cheeses, or with a fettuccine Alfredo garnished with a little lemon zest."|0.14|27|2020-10-08
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Pasp Robles Central|Paso Robles|CA|VIOGNIER|White|Varietal|Viognier:1|2018|"Viognier’s rich texture, aromas of ripe stone fruit, citrus, tropical fruit, and haunting floral perfume have taken this northern Rhône variety from near extinction in the 1960s to a popular variety in the New World. Paso Robles, with its Rhône influence, has been a new refuge for this grape, and the 2018 JUSTIN Viognier is an appealing expression of this variety’s potential. Its full bodied, drier style, mouth-filling texture, and long finish have made this wine a favorite, especially for wine drinkers who normally don’t venture into the white zone. Appearance: Pale lemon color with moderate plus viscosity and slow forming tears in the glass.

Aroma: Aromatic with ripe stonefruit, yellow apple, white flowers, a slight tropical character with a little toasted bread.

Palate: Dry and full bodied with ripe apricot, lemon and golden delicious apple on entry and a rounded feel on the palate. The mid palate features savory and more textural elements joining the ripe fruit through a moderately long finish that has a slight grippy texture and toasted grain notes. The 2018 JUSTIN Viognier is a great wine to serve with a variety for cheeses. It’s a perfect wine with most holiday meals where versatility is key for the wines you’ll chose for the meal."|0.14|25|2020-10-08
https://www.justinwine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Pasp Robles Central|Paso Robles|CA|SUNNY’S BLOCK 375 ML|Dessert|Varietal|Orange Muscat:1|2018|"Our Sunny’s Block is a tribute to our beloved JUSTIN winery dog, Sunny, a yellow lab who would trek all the way back to our small block of Orange Muscat vines just before harvest to partake of one of the greatest treats on the face of the earth…ripe, orange muscat grapes. Sunny was one smart dog who knew how to live well for his fifteen years on this earth! This dessert wine, while sweet on the entry finishes refreshingly crisp and fresh, and shows a beguiling, complex mixture of fruit, spice, and flowers. Appearance: Clear, day bright with a very pale straw color.

Aroma: Aromatic and complex with honeysuckle, orange blossom, green apple, white peach, beeswax, melon and subtle savory notes of chamomile flower, beeswax and a hint of ginger.

Palate: The 2018 Sunny’s Block has an attractive mix of citrus, white flowers, peach and tropical fruit on the entry, with sweetness matched by acidity that lightens the palate and keeps things fresh and clean throughout. The mid-palate features fruit of green apple, citrus and pear with honeysuckle and orange blossom floral elements joined by a little savory beeswax and subtle candied ginger on its complex finish.

Pairings: This is a versatile dessert wine that should be served chilled and is great poured over some fresh berries or other fruit, with a brioche bread pudding, or for sipping with some biscotti. "|0.12|35|2020-10-08
https://kukkulawine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Aatto|Red|Blend|Counoise:,Mourvedre:,Grenache:|2017|"Aatto is probably our most unusual, exotic wine, both aromatically and in the flavor profile.
It’s made up of mostly Counoise and Mourvedre, with small amounts of Grenache. Kevin Jus­si­la was a home wine­mak­er when he pur­chased an 80-acre Paso Rob­les wal­nut orchard in 2003. He has since plant­ed close to 50 acres of vines, which he farms under organ­ics, with­out irri­ga­tion. He fer­ments his wines with­out added yeasts and cre­ates some unusu­al blends, like this one, which com­bines counoise, mourve­dre and grenache in a mus­cu­lar, lean and deli­cious­ly red fruit­ed wine. It has Paso’s effu­sive ripeness, but it’s tem­pered by a lean, min­er­al-inflect­ed tan­nic struc­ture that sus­tains and focus­es the fla­vors. Decant a bot­tle for slow-braised pork shanks.

— WINE & SPIRITS JUNE 2018"|0.154|55|2020-10-08
https://kukkulawine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|PAS DE DEUX|Red|Blend|Grenache:.66,Syrah:.34|2015|"pas de deux is a Grenache dom­i­nant blend with Syrah. I was blown away by the 2015 Pas de Deux (66% Grenache and 34% Syrah), which offers a Rayas-like per­fume of sweet kirsch, rose petals, green olives, and leafy herbs. Ele­gant, medi­um to full-bod­ied, and down­right seam­less on the palate, it’s a bril­liant Grenache from Paso Rob­les. I wish there were more wines like this!

— JEB DUNNUCK, JEBDUNNUCK.COM NOVEMBER 2018"|0.149|55|2020-10-08
https://kukkulawine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|LOTHARIO|Red|Blend|Grenache:,Mourvedre:,Zinfandel:|2016|Lothario is a blend of Grenache, Mourve­dre, and Zinfandel.|0.148|45|2020-10-08
https://kukkulawine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Sisu|Red|Blend|Syrah:,Grenache:,Mourvedre:|2016|sisu is a Syrah dom­i­nant blend of Syrah, Grenache, and Mourvedre. Finnish for, ​“patience, per­se­ver­ance, and sta­mi­na”, this is a word that is used to describe the Finnish peo­ple. It’s con­sid­ered a big com­pli­ment to tell a Finn that they have​“sisu”.|0.149|55|2020-10-08
https://kukkulawine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Noir|Red|Blend|Syrah:,Petite Sirah:,Counoise:|2017|"noir is most­ly Syrah, with small amounts of Petite Sir­ah and Counoise. French for ​“dark, black, with­out light”

We had been asked for a num­ber of years by our fol­low­ers if we would make, at some point in the future, a blend called ​“in the black”, because of our oth­er blend, ​“in the red”. So, when we start­ed to make a small prof­it for the first time, we fig­ured why not. But instead of doing that, exact­ly, we decid­ed it would be more fun to call it noir. More sub­tle, and an apt descrip­tive for how dark it feels."|0.152|55|2020-10-08
https://kukkulawine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Kaamos|Red|Blend|Petite Sirah:,Grenache:,Mourvedre:|2017|kaamos is a Petite Sir­ah dom­i­nant blend with Grenache and Mourvedre. Finnish for ​“the polar night”. It’s that time of year in Decem­ber and Jan­u­ary when it’s essen­tial­ly dark in Fin­land. An appro­pri­ate name for kaamos, as it is Petite Sir­ah dri­ven and very dark.|0.157|55|2020-10-08
https://kukkulawine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Iso|Red|Blend|Cabernet Sauvignon:,Petite Sirah:,Syrah:|2017|"iso is a Caber­net Sauvi­gnon dom­i­nant blend with Petite Sir­ah and Syrah. nky ruby. Pow­er­ful, smoke- and spice-accent­ed aro­mas of cas­sis and cher­ry com­pote are joined by can­died licorice and flo­ral nuances. Sup­ple and appeal­ing­ly sweet, offer­ing plush blue­ber­ry and cher­ry cola fla­vors and a hint of pep­pery spices. A vanil­la flour­ish appears on the youth­ful­ly tan­nic fin­ish, which lingers with strong, spicy intensity.

— JOSH RAYNOLDS, VINOUS NOVEMBER 2017 Finnish for ​“big”. One of two blends we make that are not entire­ly Rhone blends. Caber­net Sauvi­gnon is the anchor with small amounts of Petite Sir­ah and Syrah. Think Bor­deaux, not Napa."|0.138|55|2020-10-08
https://kukkulawine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|I.P.O.|Red|Blend|Cabernet Sauvignon:,Syrah:,Zinfandel:|2012|"i.p.o. is a Caber­net Sauvi­gnon dom­i­nant blend with small amounts of Syrah and Zinfandel. “ini­tial pub­lic offering”

This is a nod to my career spent as a finan­cial advi­sor, and also the one acre sliv­er of Caber­net Sauvi­gnon on the prop­er­ty when we pur­chased it. This was the only block of vines. The rest were wal­nut trees.

2012 was the last vin­tage of i.p.o.. Although I love this wine, I want­ed to make way for iso. Enjoy this library wine while it lasts!"|0.142|45|2020-10-09
https://kukkulawine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|In the Red|Red|Blend|Syrah:,Cabernet Sauvignon:|2012|"in the red is a Syrah dom­i­nant blend with Caber­net Sauvignon. “in debt; from the prac­tice of using red ink to denote debt”

An apt name for a wine because of how much cap­i­tal it takes to run this business!
Enjoy this library wine while it lasts. Peri­od­i­cal­ly, we will bring in the red back as vin­tages allow. 2019 will be the next vin­tage of this blend but won’t be released until 2022"|0.148|50|2020-10-09
https://kukkulawine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Vaalea|White|Blend|Grenache Blanc:,Roussanne:,Viognier:|2018|"Our only white blend, the name is Finnish and means ​“light, fair, bright, or blond”.
This blend con­sists of grenache blanc, rous­sanne, and viognier. We look to pick our white vari­etals ear­ly. We fer­ment slow­ly up to two months in steel tanks. The vari­etals are blend­ed togeth­er right after they have been har­vest­ed and pressed. The blend is stopped before mal­o­lac­tic fer­men­ta­tion, and is fined and fil­tered before bottling."|0.14|30|2020-10-09
https://kukkulawine.com/|http://www.americanwineryguide.com/regions/adelaida-district-ava-wineries/|Adelaida District|Paso Robles|CA|Rosie|Rose|Blend|Grenache:,Mourvedre:,Counoise:|2018|"Named after my mom, Rose, and a name my dad called my mom, Rosie is a saignée of most of the red fruit we grow.
The blend varies from year to year but I strive to let Grenache, Mourve­dre, and Counoise dominate.
Vin­tage depen­dent, small amounts of Syrah, Caber­net Sauvi­gnon, and Petite Sir­ah are included. Like vaalea, I do a pro­gres­sive fer­men­ta­tion by adding the vari­etals as they are har­vest­ed to the same steel. The wine does not see mal­o­lac­tic fer­men­ta­tion, is fined and filtered."|0.156|30|2020-10-09
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Paw Paw|MI|RIVER STONE DRY RED|Red|Blend|NA:||Dry red wine blend with robust berry and mocha flavors. Full bodied with balanced tannin fade.|0.12||2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Paw Paw|MI|CABERNET FRANC|Red|Varietal|Cabernet Franc:1|2014|Full bodied, dry red wine with elegant layers of berry and vanilla. Oak barrel aged|0.12|24.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Benton Harbor |MI|MARQUETTE|Red|Varietal|Marquette:1|2014|A dry red wine with savory notes of blackberries and cherries followed with a soft kiss of black pepper. Oak barrel aged|0.136|19.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Fennville|MI|MERLOT|Red|Varietal|Merlot:1|2014|Dry red wine with hints of black cherry and a long, nuanced finish. Oak barrel aged for 7 months|0.12|15.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Benton Harbor |MI|CABERNET SAUVIGNON|Red|Varietal|Cabernet Sauvignon:1|2015|A classic dry red wine with hints of dark berry notes. Pleasant bouquet with a full mouth feel and balanced acidity. Oak barrel aged for 12 months in American Oak|0.13|21.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Paw Paw|MI|RIVER STONE DRY WHITE|White|Blend|NA:||Dry white wine, crisp and rich in varietal character. Wonderful harmony of green melon and herb flavors with a sassy bite of citrus|0.12|13.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Fennville|MI|PINOT GRIGIO|White|Varietal|Pinot Grigio:1|2016|This is a pure, unoaked classic dry wine. Delicately gragrant, fruit forward on the palate with light and creamy lemon-citrus flavors|0.12|15.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Paw Paw|MI|CHARDONNAY|White|Varietal|Chardonnay:1|2016|This elegant white wine will tantalize every one of your senses. The steel tank aging gives this classic white wine a pure and fruity character|0.12|15.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Benton Harbor |MI|RIESLING|White|Varietal|Riesling:1|2016|Crisp flavor with bright acidity. Finishes with soft notes of lemon sugar|0.12|13.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Benton Harbor |MI|GEWÜRZTRAMINER|White|Varietal|Gewurztraminer:1|2014|This exotic and unique white wine has a striking, complex aroma of rose petal, ginger, and incense. The taste of succulent pink grapefruit is sure to be a delight|0.129|19.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Kalamazoo|MI|TRAMINETTE|White|Varietal|Traminette:1|2014|A semi-dry wine with a slight and elegant roundness. Harmonious notes of floral and spice with a long, savory finish|0.128|15.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Fennville|MI|BLUE CREEK SEMI-DRY WHITE|White|Blend|Vidal Blanc:,Vignoles:,Riesling:||White blends have more fun! A semi-dry wine with savory flavor and good acidity. Expressive notes of ripe apple fill the nose and palate|0.115||2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Kalamazoo|MI|BLUE CREEK SEMI-DRY ROSE|Rose|Blend|Pinot Meunier:,Pinot Grigio:,Pinot Noir:||A tastefully balanced wine that blends the Vidal and Foch grapes. Seductive hints of juicy ripe plumb and fresh spring fruits tempt the palate|0.124|11.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Paw Paw|MI|BEACH COTTAGE VACATION WHITE|White|Blend|Vidal Blanc:||Every day is a beach day when you enjoy this vibrant white blend. Beautifully balanced, this wine has lovely notes of ripe, succulent summer fruits|0.09|12.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Paw Paw|MI|BEACH COTTAGE RED|Red|Blend|NA:||This is a medium-sweet, full bodied, fun and foxy red wine blend. It boasts strong fruity notes with glorious aromas of the vineyard|0.13|12.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|St. Joseph|MI|SOUTH PIER NIAGRA WHITE|White|Varietal|Niagra:1||Medium-bodied with tropical flavors that linger with magnificient grape aroma|0.102|9.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Benton Harbor |MI|AROMELLA|Red|Varietal|Aromella:1|2016|An exceptionally aromatic white wine. Savor the rich bouquet of honeysuckle and melon. Finishes with notes of candied citrus peel and soft vanilla|0.118|14.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore||MI|SOUTH PIER SUNSET RED|Red|Varietal|Concord:1||Intensely fruity, fabulously fragrant with bursts of strong berries throughout. Softly sweet, lightly fruity with a concord base and hints of guava. Enjoy chilled or on the rocks|0.1|12.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore||MI|SPARKLING MOSCATO|Sparkling |Varietal|Muscat Canelli:1||A bright and fresh sparkling wine with delicate flavors of apricot and peach|0.101|19.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Benton Harbor |MI|TRIPLE BERRY|Dessert|Fruit|Black Raspberry:,Blueberry:,Red Raspberry:||The exotic marriage of black raspberry, blueberry and red raspberry create this enticing fruit wine that will dazzle you|0.115|13.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|Benton Harbor |MI|TROPICAL BLANC|Dessert|Blend|NA:||This fun and flirty wine explodes with mango and passion-fruit flavors|0.115|13.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|St. James|MO|PEACH WINE|Dessert|Fruit|Peach:1||A sweet and sunny peach wine that speaks of carefree summer days|0.095|13.99|2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore|St. James|MO|CRANBERRY WINE|Dessert|Fruit|Cranberry:1||A tart and sweet wine bursting with mouthwatering cranberry flavor|||2020-9-10
https://www.12corners.com/|http://www.americanwineryguide.com/regions/fennville-ava-wineries/|Lake Michigan Shore||MI|Vidal Icewine|Dessert|Varietal|Vidal Blanc:1|2016|This Icewine has an intoxicating bouquet of mandarin oranges. Notes of apricot preserves, candied brown sugar and exotic honey are followed by a long, luscious finish. These estate grown Vidal grapes were hand harvested while frozen on the vine on December 10, 2013 at 4 degrees Fahrenheit. The highly ripened grapes were 42.7 brix at harvest. The concentrated juice is pressed from the frozen grapes, and slowly fermented to create this traditional, intensely sweet, dessert wine. This wine comes in a 375ml bottle.|0.11|39.95|2020-10-09
http://www.freeruncellars.com/|http://www.americanwineryguide.com/regions/lake-michigan-shore-ava-wineries/|Lake Michigan Shore|Baroda |MI|Free Run Syrah |Red|Varietal|Syrah:1|2018|With aromas of fig, white pepper, cedar and boysenberries this Syrah is soft and full bodied making for a very pleasant drinking wine |0.126|32|2020-10-01
http://www.freeruncellars.com/|http://www.americanwineryguide.com/regions/lake-michigan-shore-ava-wineries/|Lake Michigan Shore|Baroda |MI|Free Run Meritage|Red|Blend|Cabernet Franc:.6,Merlot:.27,Cabernet Sauvignon:.13|2017|Aromas of plum, black cherry, dark chocolate and toasty oak. Big in the month with a tannic core that is well integrated. Black licorice on the finish|0.1375|49.99|2020-10-01
http://www.freeruncellars.com/|http://www.americanwineryguide.com/regions/lake-michigan-shore-ava-wineries/|Lake Michigan Shore|Baroda |MI|Free Run Sauvignon Blanc|White|Varietal|Sauvignon Blanc:1|2019|Aromas of lemongrass, grapefruit and fresh cut hay with flavors of passion fruit|0.135|24.99|2020-10-01
http://www.freeruncellars.com/|http://www.americanwineryguide.com/regions/lake-michigan-shore-ava-wineries/|Lake Michigan Shore|Baroda |MI|Round Barn Black Walnut Cream|Dessert|Cream|NA:||Blend of rich cream, white wine, and black walnuts. Three years and countless attempts finally culminated in this decadent wine that’s sure to be a favorite. This rich cream wine has a distinct black walnut flavor and a long finish that will have you pouring another glass! If you love Irish Cream, you’ll love this! A velvety texture with notes of mocha, chocolate, toffee, and espresso, finishing with a black walnut twist|0.139|25.99|2020-10-01
http://www.freeruncellars.com/|http://www.americanwineryguide.com/regions/lake-michigan-shore-ava-wineries/|Lake Michigan Shore|Baroda |MI|Round Barn Merlot|Red|Blend|Merlot:.86,Petit Verdot:.14|2016|Our cool climate brings out Merlot’s slightly jammy flavors of blackberry, along with softer tannins and medium acidity. We use French oak to bring out secondary flavors like vanilla, toasted bread, leather, tobacco, and earth; moderating the above-noted acidity and enhancing its aging potential|0.126|29.99|2020-10-01
http://www.freeruncellars.com/|http://www.americanwineryguide.com/regions/lake-michigan-shore-ava-wineries/|Lake Michigan Shore|Baroda |MI|Round Barn Vineyard Tears |White|Blend|Pinot Gris:.40,Riesling:.32,Chardonnay:.28||Our best selling dry white wine! This blend of Chardonnay, Pinot Gris and Riesling has wonderful layers of fruit that play off of one another and is sure to be a crowd pleaser. A rich and complex blend of our most aromatic varieties, you will find a fresh-fruit core of peaches and pears with a slightly buttery mouthfeel from the Chardonnay. A pleasantly smooth and clean finish caps off this spectacular blend. Fermented in stainless steel|0.12|19.99|2020-10-01
http://www.freeruncellars.com/|http://www.americanwineryguide.com/regions/lake-michigan-shore-ava-wineries/|Lake Michigan Shore|Baroda |MI|Tabor Hill Cabernet Franc|Red|Varietal|Cabernet Franc:1|2017|Aromas of black cherry, milk chocolate, toasty oak and a hint of dill. Quiet soft in the mouth with a medium body, moderate acidity and lingering finish|0.133|27.99|2020-10-01
http://www.freeruncellars.com/|http://www.americanwineryguide.com/regions/lake-michigan-shore-ava-wineries/|Lake Michigan Shore|Baroda |MI|Tabor Hill Dry Gewürztraminer|White|Varietal|Gewurztraminer:1|2018|Aromas of rose petals, orange pekoe tea, and lychee nut. Lively acidity in the mouth with lingering fruit and spicy characters|0.125|19.99|2020-10-01
http://www.freeruncellars.com/|http://www.americanwineryguide.com/regions/lake-michigan-shore-ava-wineries/|Lake Michigan Shore|Baroda |MI|Tabor Hill Grand Mark|White|Blend|Chardonnay:.62,Pinot Noir:.38||The “Flagship” of our wine fleet, the flavors and tastes are reminiscent of the Champagnes of the Côte de Blanc in the Champagne area of France. A blend of Chardonnay and Pinot Noir, it yields effervescent notes of melon and peach, against the backdrop of cherry notes (whose flavor we nudged from the Pinot Noir). Aged for 18 months on the lees (yeast), its biscuit flavor melds with hints of vanilla that encourage you to finish the bottle. Inspired by our mentor and friend Claude Thibaut, one of the world’s preeminent Champagne makers.|0.12|44.99|2020-10-01
http://www.freeruncellars.com/|http://www.americanwineryguide.com/regions/lake-michigan-shore-ava-wineries/|Lake Michigan Shore|Baroda |MI|Free Run Pinot Noir|Red|Blend|Pinot Noir:.88,Zweigelt:.12|2018|Aromas of plum, fig, cedar and clove with some toast and a bit of earthiness. Very soft and fruity in the mouthfeel|0.1225|32.99|2020-10-01
http://www.freeruncellars.com/|http://www.americanwineryguide.com/regions/lake-michigan-shore-ava-wineries/|Lake Michigan Shore|Baroda |MI|Round Barn Salted Caramel Cream|Dessert|Cream|White Wine:||Blend of rich cream white wine and natural salted caramel. An irresistible combination of smooth caramel and salty goodness, this wine is a decadent treat. With its rich flavor and velvety texture, Salted Caramel Cream is great in coffee, a creative cocktail, or simply on its own|0.139|29.99|2020-10-01
http://www.freeruncellars.com/|http://www.americanwineryguide.com/regions/lake-michigan-shore-ava-wineries/|Lake Michigan Shore|Baroda |MI|Tabor Hill Cabernet Sauvignon|Red|Blend|Cabernet Sauvignon:.76,Cabernet Franc:.14,Malbec:.1|2018|Full bodied with soft tannis, some blackberry and cola flavors and a nice kiss of oak.|0.143|49.99|2020-10-01
http://www.freeruncellars.com/|http://www.americanwineryguide.com/regions/lake-michigan-shore-ava-wineries/|Lake Michigan Shore|Baroda |MI|Tabor Hill Traminette  |White|Varietal|Traminette:1||Aromas of honeysuckle, lime, and nectarine. Semi-sweet with a nice balance of sugar and acidity |0.13|16.99|2020-10-01
http://www.freeruncellars.com/|http://www.americanwineryguide.com/regions/lake-michigan-shore-ava-wineries/|Lake Michigan Shore|Baroda |MI|Free Run Dry Riesling|White|Varietal|Riesling:1|2018|Aromas of apple, white peach, limestone, and orange blossom. Crisp acidity with a cleansing finish|0.12|19.99|2020-10-01
http://www.freeruncellars.com/|http://www.americanwineryguide.com/regions/lake-michigan-shore-ava-wineries/|Lake Michigan Shore|Baroda |MI|Free Run Fusion|White|Blend|Seyval Blanc:.78,Traminette:.13,Riesling:.06,Gewurztraminer:.03||Crisp, fresh and fruity with aromas of green apple and nectarine along with some crushed limestone mineralitys|0.124|17.99|2020-10-01
http://www.freeruncellars.com/|http://www.americanwineryguide.com/regions/lake-michigan-shore-ava-wineries/|Lake Michigan Shore|Baroda |MI|Free Run Gewurztraminer|White|Varietal|Gewurztraminer:1|2017|Aromas of bergamot tea, jasmine, nectarine and lychee fruit. Lightly sweet, delicate flavors, and a pleasantly spicy finish|0.123|19.99|2020-10-01
